date,ratings,text,negative_score,positive_score,sentiment
2021-01-15,8,enigma first two episodes intriguing crap equal measure want know heading needs get bit quicker either needed released one hit 1950s slapstick mixed bit modern day stuff credits really need nearly minutes worth,0.055,0.353,POSITIVE
2021-11-26,7,different series deffinatly stood good way would expect marvel least episodes anyway im sitcom guy appreciate sitcom thro decades approach used good throwback old sitcoms use watch,0.0,0.545,POSITIVE
2021-01-31,10,wow watch brilliant programme cant wait episodes need watch get two episodes revealed shown makes sense watch however released whole season could prevented poor reviews everyone binge watches series days need minute less episodes week bit ridiculous honest overall entertaining smart production weekly release letting worth watch shame probably money grabbing scam disney marvel,0.132,0.421,POSITIVE
2021-01-15,3,dumb stupid funny sad remake bewitched youngins never heard bewitched look im gonna keep watching hope gets better far working,0.235,0.204,NEGATIVE
2021-01-16,6,let looking forward show ever since learned release let nothing redeemable show ever funny slightest canned laughter really annoying granted watched episodes boy bad seems polish old turd put marvel front,0.279,0.223,NEGATIVE
2021-01-23,1,stunningly bad beyond bad utter drivel start finish,0.786,0.0,NEGATIVE
2021-03-09,10,glad stayed comedy mystery drama takes episodes im really marvel universe unfamiliar characters backstories didnt matter really enjoyed episodes progressed action figures superpowers special effects send old sitcoms may initially appear though really well done evolves much complex darker story things caught attention reference one point dick van dyke may look like walnut episode google genius another episode movie marquee contains reference really poignant scene blade runner elsewhere two characters discuss ship theseus course repairing ending replacing every piece still ship theseus number instances thoughtful writing helpful people want special effects one demerit stereotyping older white wasp male heavy handed villain opposed feisty racially diverse younger characters may required television shows still pandering offensive predictable detracts suspense,0.154,0.234,POSITIVE
2021-04-22,3,art bad story telling five minutes first episode something happed never happend whole family except stopped watching get writers wanted integrate evolution soaps series want pull better make sure either extremely funny put intruiging element right beginning couple super boring episodes interesting plot gets better get past first couple episodes actual story begins still story elements first episodes could well integrated later episodes id give story developped properly first episodes decided ending rather frustrating ridiculous floating people wires convenient turnarounds could worse much worse,0.291,0.127,NEGATIVE
2021-03-05,8,started bumpy ride loved conclusion fantastic show every actor excellent job happy biggest fan mcu,0.0,0.802,POSITIVE
2021-03-05,10,wandavision one single quote boys handle military mommy right back wanda s01e09 series finale,0.0,0.0,NEGATIVE
2021-01-17,8,far good ill start saying acquired taste arent familiar comics deeper lore likely confuse applause disney nailing 50s theme something intriguing know thats something going behind curtain show gives enough peeks keep invested although peeks wouldnt go amiss im definitely curious see go,0.067,0.423,POSITIVE
2021-03-06,8,great ahow fantastic show every actor excellent job happy biggest fan mcu,0.0,0.876,POSITIVE
2021-03-08,10,amazingly refreshing like old school comic book world marvel endless keep creativity coming awesome,0.0,0.707,POSITIVE
2021-08-01,8,surprising entered show sure expect going first marvel tv show connected cinematic universe marvel show saw agent carter shame canceled one favourite shows put simply show ride absolutely fun trying piece story connection marvel universe tidbits every episode mention experimental filming medium film student blast seeing connect overarching story definitely recommend tv show,0.045,0.314,POSITIVE
2021-01-15,7,bad call disney release weekly seems like whole show shouldve put something definitely finally happen later episodes first complete nothingness im definitely intrigued whats come stage cannot recommend anyone cracks reality finally starting show end second episode lets hope picks high point definitely vision gum drunk paul bettany nailed pretty hilarious,0.178,0.373,POSITIVE
2021-03-05,10,allowed tv series nothing short amazing loved every minute get introduced new characters meet old ones every character well written actors great screen different usual mcu stuff better elizabeth olsen deserves emmy nomination best actress drama series amazing blew away everytime screen might stretch also think least nominated best director drama series show could easily done bad great definitely need watch something good allowed tv way good staying late night watch new episode please favor watch show,0.154,0.538,POSITIVE
2021-04-27,8,excellent concept brought life excellent showrunner fantastic show every actor excellent job happy biggest fan mcu,0.0,0.883,POSITIVE
2021-01-15,10,perfect perfect oh perfect absolutely amazing great magical show deserves best awards keep way marvel,0.0,0.944,POSITIVE
2021-01-15,8,wow mix bewitched honeymooners swirl marvel cinematics lovely sitcom,0.0,0.634,POSITIVE
2021-01-25,1,purile twaddle lowest order one lives hope rabid rats attack producers dire excuse anything episodes many next time comes ill bleaching bottom,0.363,0.132,NEGATIVE
2021-03-07,9,weirdly entertaining im sure rate good ridiculously interesting feel lacking something maybe better doesnt take anything away amazingly beautiful show im sad see end,0.103,0.517,POSITIVE
2021-04-14,8,coming harsh critic mcu look get mcu cinema todays culture whole im blind dont like though watered versions shadows great thoughts show however though devolves quickly near end season something resembling shallow undeservedly showy late 90s childrens movie great homage evolution television culture creates real characters asks full questions throughout worth relaxation time,0.105,0.423,POSITIVE
2021-01-16,6,watch original bewitched wandavision meant ironic take sixites sitcoms featuring supernatural primarily betwitched betwitched features samantha witch married mortal original betwitched contemporary ironic smirky remake samantha outspoken mother endora whos questioning sams lifestyle takes feminist note gladys suspicious neighbor wonderfully played character actress sandra gould darren samanthas husband decent kind man loves wife unconditionally even though doesnt understand darrens boss larry harasses female employees series questions behavior even plays laughs bewitcheds gentle irony questioning contemporary values holds beautifully best thing wandavision music genuinely capture mood times gives series sparkle doesnt quite deserve,0.109,0.394,POSITIVE
2021-01-15,7,bewitched remake ok kid used watch bewitched dream jeannie 60s shows naive sweet somewhat missed probably last longer one season people like wtf heh somewhat enjoy,0.241,0.323,POSITIVE
2021-02-13,2,excellent far clouds loom horizon guess thunderstorm like premise story much show really done lot great things far well thought clues episode number nice concepts terms progression show jewel crown however chemistry pb eo truly beautiful see fact act well together makes wonder infinity war endgame would benefited significantly focus avengers noted comics important avengers movies olsen bettany demonstrated show truly top class actors make entire thing addition writing intelligent interesting everything seems tie together well however indications disney playing bait switch pushing small delicate woke ideas slowly surely story one example claiming wanda captain marvel could single handedly taken thanos reality terms power could compare thanos even one infinity stone let alone thor hulk arguably even vision especially stone would powerful either little hints fact disney tendency ruin good things woke ideologies prevents going review turns wrong going amend review probably given almost perfect production values one interesting stories date marvel stables right also amend downward please wandavision focus relationship wanda vision less ideological lack morality play hands maybe best show decade right entire thing collapsed wanda vision basically stopped interacting last episodes every single tie lead looked going somewhere great ended going zero turned sort feminist trope usual stuff male female segregation plus evil things ending worst possible one well done disney another hit turned disaster wanted moralize guess guys badies,0.156,0.423,POSITIVE
2021-03-05,10,great mcu tv series loved episode u get excited next episode every time cant wait spider man way home doctor strange multiverse madness great mcu phase start,0.047,0.616,POSITIVE
2021-03-12,6,starts weird ends ultimate cliche first couple episodes strange like strange anything ends memorable experience starts something dont understand however episodes goes becomes apparent magic trick elaborate setup usual sleight hands done death already plays right superhero tropes hoping would subvert last episodes think really falls apart fails even introducing villains new powers seem distract plot pointlessly central theme patched random mess tries much ends nothing,0.231,0.089,NEGATIVE
2021-01-30,1,waited episode still crap like people cant understand low reviews cant understand high reviews another overrated marvel tv show doesnt anything new groundbreaking perhaps different take marvel universe nothing special doesnt even need special shouldnt boring cliche,0.281,0.284,POSITIVE
2021-01-18,8,show good bit skeptical watching show low reviews kept seeing decided check confused people bashing show many easter eggs two episode kept rewatching scenes missed comedy show actually really good quite laugh watching show obviously look like gonna get better move show fake marvel fans complaining like children watch less minutes show suddenly call crap,0.175,0.388,POSITIVE
2021-02-26,10,unlike anything else ever seen show inventive quirky dramatic emotional exciting without conforming tv norms particular genre performances subtle engaging executed perfectly vision excuse pun entire concept spot watch first one two episodes decide urge persevere genuinely wonderful unique television highly recommended marvel fans fans alike,0.0,0.492,POSITIVE
2021-01-20,6,far boring alright show could better needs story,0.611,0.0,NEGATIVE
2021-02-16,10,funny disney great job risky move completely nail production fenomenal portraying 60s todays date avengers beautiful work,0.048,0.606,POSITIVE
2021-01-16,10,understand low reviews says right trivia section series serves link doctor strange multiverse madness right give clue far seems enjoy comedy weirdness feel theres turn coming,0.205,0.17,NEGATIVE
2022-05-03,10,great show people posted negative reviews take back show point scarlett witch post credit spider man way home dr strange could villain,0.143,0.436,POSITIVE
2021-01-16,2,crap well im glad disney trying get back roots trying bring 50s 60s sitcom feel modern twist entertaining isnt imaginative ripoff bewitch transforms something even dreadful pure crap,0.213,0.21,NEGATIVE
2021-03-06,5,everyone cup tea character development arguably arduous spent entirely much time show within show ultimately boiled last episodes get point story granted ending real emotional tear jerker stayed entire closing credits last episode much revealed potential future series forthcoming marvel universe well see next chapter holds honestly found much first season far campy direction flailing annoying scripting acting characters didnt appear truly believable ultimately one either buys wandavision completely dragged somewhat resentfully latter would also like see emphasis placed production values example sets less optimal im sure find observations unrelatable remember art always eye beholder,0.096,0.205,POSITIVE
2021-03-05,2,done mcu level writing expect moving forward im done series dumpster fire makes sense put entirety microscope,0.211,0.0,NEGATIVE
2022-01-11,1,booring watched first two episodes stopped usually boyfriend watch lot especially marvel universe mean lot even watched whole season iron fist way horrible badly written still thrilling series might get point starts exciting never know least motivating enough watch til end,0.457,0.118,NEGATIVE
2021-01-22,10,good things come wait first two episodes may something many people didnt like even creators mentioned gonna massive change coming episodes third episode managed meet expectations instance dont rate series rate episode,0.049,0.255,POSITIVE
2022-09-02,10,incredible wandavision starts sequence marvel series incredibly lost husband vision helps stays least years wanda freak starts using magic kind bad way serie acting uncredible thing elisabeth olsen perfect wanda maximoff acts like really lot husband friends scenes crying made every one feel unfortuly first episode confusing make lot people give jump next serie huge mistake like said incredible choging serie besides fact changes couse marves series movies come,0.254,0.329,POSITIVE
2021-02-12,9,give time continues get better kept watching every week im glad gets better better love glad marvel continuing put great material like cant wait see rest marvel shows release,0.0,0.609,POSITIVE
2021-01-16,3,get makes sense appealing kids dont see appeal 50s theme die hard marvel fans true marvel im sure falcon winter soldier classic marvel whoever came concept needs fired crap way kick marvel mini series disney,0.218,0.309,POSITIVE
2021-01-16,1,get parodying 60s sitcoms unwatchable biggest complaint dreadful performances leads neither comic timing elizabeth olsen painful watch im sure supposed comedy kept waiting something happen never try episode curiosity struggle watch,0.425,0.096,NEGATIVE
2021-04-01,1,pure b dont even waste even second dreadful,0.283,0.228,NEGATIVE
2021-04-20,3,ponder vision lockdown ive able watch great tv shows missed ozark ash vs evil dead ted lasso dirk gently name wandavision isnt one completely misguided badly scripted poorly planned terribly structured mess whole set whole premise terrible reaching new low song ending episode mean come lot could achieved characters cast ended unfunny shambles series advice anyone wants stay date various branches mcu watch last minutes episode instead putting terribleness episode maybe watch last episodes full rest dont really need always watch youtube round videos anything youve missed special mention goes kat dennings ended never know terrible annoying actress somehow got amazing franchise mind boggles times,0.264,0.217,NEGATIVE
2021-03-10,5,disappointed alright show could better needs story,0.647,0.0,NEGATIVE
2021-02-06,10,dont judge early episodes come show really turning something insane marvel creating next big step mcu show starting point must watch,0.0,0.258,POSITIVE
2021-04-25,8,thank choosing awesome show starts wanda vision wedding clothes starting new lives small town america except everything black white circa 1950s mention events taken place past years thanos blip certain deaths supporting cast excellent especially one blast past completely franchise loved started show explanation anything little little find whats going,0.0,0.541,POSITIVE
2021-01-29,1,bad acting bad storytelling bad characters waited 4th episode write review since wanted see going thought going course two problems show bad writers actors pull since know bettany one best actors ever seen conclusion writers directors idea build world good way also hired bad actors fill roles remember police officer saying two sentences believed acting others show core problem however storytelling sure writing directing mean trying sell mind trip wanda weirdo power thingie bad way skipped least one first episodes got better actors sell got better writers better costume department better everything elizabeth olsen especially suck good actress never good anything bad simply good done good job couple marvel movies surrounded excellent actors great writers good directors knew use lack talent best way work problems short episodes never time tell story constantly left hanging wondering horrible turd watching everything cinematic also badly handled music bad light bad scenes set pieces bad world trying build look ugly badly filmed final complaint give us sword way horrible bad way get us organisation extremely atrocious way telling us monica rambeau mother ties organisation question extremely badly done real middle finger fans anything good well potential still completely given watch one two episodes cannot see turning around miscast around bad writing bad storytelling bad directing horrible handling sword shield first two people would call situation would fitz simmons nah even right give show one extra bonus point referring captain marvel monica waking brie larson voice give possible potential would recommend anyone take unexpected turn better come back write review bad tv far worst tv show marvel ever done par worst arrowverse cannot think lower grade supergirl better imagine brrr update episodes among worst ever seen couple interesting nods captain marvel got bit curious among turds lowering score next episode better amazing otherwise ut update episodes ut suck many levels piece absolute garbage wanda evil sociopath darcy jail jimmy fired jail moral show torture kill folk good,0.449,0.249,NEGATIVE
2021-02-18,10,review episodes may change series goes along love marvel work keeps entertained excited future though regarding series episode first two episodes pretty average border line average zero want see hardly anything story wise think may around seconds altogether shows paying homage better jokes mostly fall flat anything theyre outdated best might get smirk episode gripe third episode style show supposed paying homage tv different generations updated look forgot update jokes dialogue fit time supposed though would say third episode much better first two story elements episode make ponder also wanting episode 4best episode season far expecting continue trend wed see 80s though complaining thrilled showing us happening outside instead opening scene episode keep hooked unlike first three episode feels similar movies inclusion two fan favourite minor characters put smile face problem episode short lol episode 5on par better episode cinematography episode perfect change 80s current time whim without audience feeling like watching two different shows easy task got right episode pleased 80s style chose didnt go cliche route shows revisit 80s stuck program like time elizabeth olsen great episodes imo episode paul bettany shines compared previous episodes episode paul bettany looked comfortable wow ending episode 5s quality moves overall rating show episode another great episode maybe good last two still bad despite intro certain movie alluding 00s 90s growing 90s nice remember good memories ps1 dance dance revolutions episode set halloween eerie indiana feel also nice throwback far show good making second guess change mind actually happening every week bad thing expecting answers next three another episode makes think differently may start annoy getting close end,0.096,0.375,POSITIVE
2021-07-21,10,best story ever ive read thousands books comics yet single best story ive ever experienced itll forever haunt dont watch havent lived full life,0.041,0.639,POSITIVE
2021-02-20,10,know marvel fan miss even non marvel fan watch definitely entertainer dont know cant miss marvel movie series u wanna see,0.107,0.458,POSITIVE
2021-02-08,7,god wish could swear please wait youre far show rate thing instant gratification expect marvel make full sitcom watched trailers reviewed day came watch youll enjoy much,0.033,0.425,POSITIVE
2022-01-21,10,expect bit reluctant watch cz wasnt really attached wanda vision oh exceeded expectations everything missing mcu eerily vibe old sitcom gold brilliant always special place heart,0.082,0.507,POSITIVE
2021-03-10,9,awesome story line without doubt best tv series year wanda beauty everything perfect,0.237,0.643,POSITIVE
2021-01-17,8,wtf far ride fantastic show every actor excellent job happy biggest fan mcu,0.071,0.761,POSITIVE
2023-10-08,10,loved fantastic show every actor excellent job happy biggest fan mcu,0.0,0.864,POSITIVE
2021-02-27,7,interesting point finished watching episode enjoy show im still wondering whats point,0.0,0.371,POSITIVE
2021-02-14,9,show another universe marvel shows us world took new take superhero series wonderful build started slow pace showcases perfect character development new old character makes tiny references mcu easter eggs cant stop asking one complaint show short short runtime makes sense cos old shows minutes long cant wait season finale pray second season,0.024,0.472,POSITIVE
2021-09-26,10,bother looking negative reviews either understand missed point fantastic show every actor excellent job happy biggest fan mcu,0.079,0.698,POSITIVE
2021-03-26,8,say wow feel like say one best marvel tv shows ever seen big statement know hear wasnt really big fan wanda didnt even wanted watch im glad gonna make really sympathy wanda feel pain watching acting point marvel usual stick elizabeth olsen performance really put best show whole cast really know visible amazingmatt shaakman genius never life seen anything like im really amazed job director tv show cgi getting better better execution amazingbut plot something unoriginal mean idea going last episode everything makes sense ending plot really meh overall show really amazing totally recomended enjoy time,0.034,0.515,POSITIVE
2022-01-12,9,original fantastic show every actor excellent job happy biggest fan mcu,0.0,0.86,POSITIVE
2021-03-18,10,good good web series vision life wanda life series make mood refresh,0.0,0.727,POSITIVE
2021-03-05,7,satisfying conclusion endless possibilities future wandavision finale first big showdown phase mcu rarely show captured human emotions well one deep character studies ramifications leading satisfying moments entire mcu show proven turn secondary characters main characters without making seem forced wanda maximoff might turn best complex character entire mcu talk female character written right completely baffled mcu still manages keep audiences worldwide interested super engaged material thought endgame mcus peak im thinking might get even bigger extremely hard fathom episode viewers let credits roll completely future mcu looking exciting ever sheer possibilities great storytelling intriguing directions could take mcu leave super excited fulfilled upcoming mcu projects already know ill rewatching show like times,0.031,0.463,POSITIVE
2021-01-22,9,far good really like marvel tv show tries new things watched ep cant wait next one interesting surprising,0.0,0.625,POSITIVE
2021-04-08,9,wandavision review fantasic show marvel fantastic show every actor excellent job happy biggest fan mcu,0.0,0.798,POSITIVE
2021-01-15,1,oh really bad read premise wasnt expecting much expecting mins simply couldnt take anymore canned laughter switch yes get supposed stuck sitcom theres canned laughter every time someone moves speaks mean every time wanda switches light canned laughter vision gets bed canned laughter wanda walks shot canned laughter vision turns look wanda canned laughterthe premise bad actual show awful,0.338,0.216,NEGATIVE
2021-02-12,10,marvel masterpiece total marvel masterpiece everything action suspense humour etc wow great thanks marvel,0.0,0.895,POSITIVE
2021-01-23,3,weak probably type show something boring3 episodes enough know dont need,0.225,0.0,NEGATIVE
2021-01-16,10,bizarre great perfect acting especially elizabeth olsen intriguing plot westview highly understandable portrayal post endgame scarlet witch lost everything age ultron endgame happy ending,0.093,0.683,POSITIVE
2021-12-24,7,oh 2nd season hated episode episode things slowly built fantastic ending storyline actors perfect continued ironman started way wish boring ones e g hawkeye falcon winter aired 1st saved best e g wandavision last,0.149,0.624,POSITIVE
2022-01-31,9,best marvel series disney incredible year passed since premiere series continues best marvel series disney would put first hawkeye loki last best marvel series today despite fact looks promising new marvel series time tell us new series arrive soon manage surpass wandavision,0.02,0.672,POSITIVE
2023-05-02,9,great way start phase mcu wandavision first handful shows come mcu kicking phase style living suburban lives super powered beings wanda maximoff vision living life always dreamed begin suspect seems series colorful stylish often dark times mcu bringing us story unlike thats mcu comes two leads elizabeth olsen paul bettany wanda maximoff vision best versions mcu characters ever making us want together time nine episodes done kathryn hahn agatha harkness fine definitely oddest character whole show overall fine teyonah parrishs monica rambeau definitely one favorite characters show cant wait see future also glad see returns jimmy woo darcy lewis played randall park kat dennings overall definitely one weirdest stylish projects mcu kicks phase style also shows stories shown tv shows rating,0.022,0.419,POSITIVE
2021-02-05,9,need see least eps get eps could hard going others enjoy ep belt comes together someone seen ep pay attention look another review worth watched released today annoyed cant get ep yet,0.144,0.136,NEGATIVE
2021-03-31,8,average marvel movies watching first episode could think billy bat great manga naoki urasawa mystery written everywhere keep guessing come next series going wait paid fourth episode still mystery like marvel movies darker dont worry still humor like casting great production good twist problem episodes short think add minutes explain things like witches come inside book power rambeau wish make final action last fight gritty marvel movies,0.057,0.516,POSITIVE
2021-01-21,1,wtf holly weird declining beyond lame super lame,0.617,0.217,NEGATIVE
2021-03-08,9,good one fantastic show every actor excellent job happy biggest fan mcu,0.0,0.866,POSITIVE
2021-09-14,8,cringed way ive watched first episodes cant watch watched family us felt weird expecting avengersmovie like tv show wasnt,0.08,0.118,POSITIVE
2021-01-23,9,lot people overreacting rate episodes whole season doesnt make sense put rating review whole season episodes wheres logic theres sections go rate review individual episodes season go put rating season point people excessively review bombing,0.0,0.0,NEGATIVE
2021-02-03,8,mind blower stumbled upon series chance born late 60s decided keep watching love marvels stories first reminded bewitched used love deliberately overacted exaggerated laughing audience background grew sitcoms wasnt planning watch one first minutes second episode got bored stopped watching would marvel get involved nonsense asked watched mid season trailer youtube decided continue watching im hooked patient things start unfold unexpected way,0.187,0.221,POSITIVE
2021-01-15,8,give chance brilliant premise seriously cannot get gist show two episodes one hour broadcast jeez ive seen looks like going really interesting im curious see whats going happen responsible wanda vision trapped feel much come especially clues second episode funny loved guest turns debra jo rupp emma caulfield ford bring,0.059,0.489,POSITIVE
2021-03-06,5,reviewed watching episodes end reminded agents shield tenuous connection movies noticeable made tv script storytelling scope would compare lesser quality plots ant man films except wasnt fun series started great first episodes amazing good mystery lot interesting questions answered disappointed reaching final episodes expectations lot higher portrayed screen game changer least doesnt feel like lasting consequences pretty much everything goes back way cant start way deliver one job blow people away revelations gives evan peters episodes photon expect return normal like everything else nitpick dr strange going work really hard make care show edit didnt,0.129,0.324,POSITIVE
2021-01-17,4,super boring really hard get first episodes arent funny intriguing maybe show pick later episodes think mistake releasing weekly gripping enough far want follow show,0.527,0.106,NEGATIVE
2021-01-15,10,finally marvel studios first series starts right foot,0.0,0.286,POSITIVE
2021-02-03,9,please keep watching episode title says easter eggs episode understand might cup tea episode really intrigued episode actually pretty sold build done really well update grade end season pretty solid,0.0,0.5,POSITIVE
2021-01-15,5,soon speculate thoughts alright show could better needs story,0.0,0.0,NEGATIVE
2021-01-22,10,wow thing really starting get interesting im fan whole sitcom thing last minutes wow,0.0,0.49,POSITIVE
2021-01-15,1,massive contradiction mcu worst show ever needs development disappointed,0.85,0.0,NEGATIVE
2021-01-15,10,fantastic start superhero mystery promising intriguing start wandavision cant wait rest episodes probably alternate dimension wanda magics im guessing timeline infinity war visions death feel sorry many laughable bombing reviews haters gave probably brain damaged haters dc fan boys well let tell still much better entertaining wonder woman,0.202,0.414,POSITIVE
2021-03-05,7,creative charming pacing dragged bit pandering feels like filler sets story still yet see attention mild mild spoilers ahead seen folks marvel go beyond create universe thought long days theyd need overexplain things tell great story everything show screamed psychic madness magic extravaganza fun old tv show callbacks dark storyline deepen character wanda yet left well introduced engaging mystery leads seems like bland resolution enticing premise aware marvel would risk telling story would shift pieces expertly crafter universe right bat showed weird teasers wandavision knowing know character thought huge event infinity saga theyd go earth story however comicbook fans know story meant comics relevance character wanda many characters marvel yet introduce mcu would understand could missed opportunity purpose saving last minute literally doesnt make masking tenderly family everyday life tv callbacks develop much darker story loss tones dont mix devastation happened thanos left shockwave universe one affected person wanda outcome episode story little make sitcom runtime length laughtracking bland episodes bearable cannot tell dark story coping death trying build mystery surrounding reality altering story filled tv references centering humor even funny humor charming quirky one almost makes show disney channel original mention slap face gives fans character scarlet witch end reminds civil war storyline adaptation great movie well suited conflict brewing team however conflict set understandably ignored thanos came play leaving lasting effect team something complete opposite effect comicbook storyline aware adaptations never meant tell exact stories comics ask draw line adaptation faithful intent purpose storyline adapting crafting completely knew one later changes much become new different story masquerading old one devoid intent remember dumbledore scene harry potter goblet fire wasnt angry books doesnt fit character get angry like marvel studios make marvel universe interpretations stories characters mind fact want pull closer comicbook counterparts beware point youll faced hard choice comicbooks still weird surprising lore stuff apt average viewer unless done properly far numbers spoken audience understand pretty messed things theres really conceptually complex stuff introduced mcu far everyone board lets keep dont pander audience dont treat like dummies know whats dont use episodes tell us wanda pain loss vision already know tells us uplifting heroic tale let us wallow grief dramatic dark story dont try mix expect strong emotional reaction wandavision much potential receiving bad show story engaging artistry vision behind cinematography narrative engaging original really feel like watching mcu movie however give runtime episodes couple minute runtime minutes credits lot minutes tell actually would totally buyed going sitcom era sitcom era sort storyline perhaps dig tv callbacks however storylines told tones juggled well perhaps biggest mistake people like expecting much show personally thought would explain introduce many concepts could revolutionise mcu way asume left best part another occasion playing expectations case patience audience going watch seasons frodo sam walking mordor extending story damage pacing thats nono dont make us waste time slow narratives work deep complex storylines need pauses silences impactful make short stories make episode thing message telling overarching storyline mystery brewing need give really ended finding onlt chapter actual substance rest decor presentation conclusion interesting engaging story uses unique way present conflict cinematography decent tv show characters storyline effects well realised bad first marvel studios tv show well see rest shows store us personally think show potentially one interesting ones hope rest keep quality one however say pacing story dragged runtime mostly felt like filler show presenting characters play bigger role future big bombastic final showdown lacked stakes left almost consequences outcome perhaps earth story epic thanos time travelling quest changes universe forever witnessed guess anything look bit bland comparison least show magic involved still uncharted territory dig dont want know rest shows guess time tell,0.143,0.258,POSITIVE
2021-01-30,8,actively breaks mcu formula got say im really impressed wandavision trailers alone knew something new yet disappointed love mcu admittedly getting bit stale watching decade worth movies essentially formulaic structure however wandavision rejuvenating love mcu goes way different acting show also really good special shout elizabeth olsen lead best portrayal wanda maximoff yet provides much range show slow burner dont come expecting standard marvel action right away show clearly building bigger arc also quick mention show homage various sitcoms ranging 50s 70s something appreciate growing nick nite kid anyway im looking forward show going take us right nice enjoy ride,0.073,0.452,POSITIVE
2021-03-08,8,surprisingly excellent unsure first two episodes next five fantastic final two good favourites admit series seem require decent knowledge marvel cinematic universe would limit potential viewers mystery built sheer detail planning required shows creators masterful,0.024,0.646,POSITIVE
2021-01-26,1,holy hell show funny super heros artsy bad writing shot youre literally watching episode half tv set bad turn minutes,0.535,0.183,NEGATIVE
2021-02-05,10,waiting fantastic show every actor excellent job happy biggest fan mcu,0.0,0.836,POSITIVE
2021-02-18,10,big thanks brother making watch wow brother forced mom watch neither us really like marvel happened endgame said wanted see hype know mom watched turn episode bad watching control remote slowly started getting better better around episode man got episode eyes tv wow amazingggg geez im sitting waiting next episode come fridayyyy p ads sooo corny slowly noticed hints,0.202,0.168,NEGATIVE
2021-01-15,8,wrong people read reviews watching first episode kinda got disappointed ive waiting long time however watched realized stupid ignorant people found everything everyone claiming show doesnt amusing funny well defined path obvious show going way end dont hang didnt like end give wrecking seriously give things time prove couldnt go head destroy soon judge plot stupid say relevant mcu call rubbish dont like style honestly dont know hell matter hating everything dont like understand difference,0.414,0.102,NEGATIVE
2021-08-17,9,awesome great series every episode shows different era television,0.0,0.821,POSITIVE
2021-12-17,10,watch entire series reviewing review watch entire series every single one reviews gave written 15th january meaning seen first two episodes series evolves real marvel like series full suspense action scenes blow away wandavision work art shouldnt review havent even watched half,0.0,0.117,POSITIVE
2021-04-05,1,good bad could better think marvel mistake working n,0.429,0.442,POSITIVE
2021-03-05,10,wandavision masterpiece show truly amazing builds lot next phase mcu get see wanda really capable show shows exactly strong wanda got see bad life found true love lost show humor action emotions great story amazing characters show full twists inside jokes mcu fan also comic fan blow freakin mind trust watch least first episodes u judge show please,0.108,0.551,POSITIVE
2021-02-05,2,judge episodes tv series must judged episodes especially early ones intentions creators explained fan forums social media recruited reviewers hence silly call wandavision pretentious pile garbage terrible story writing incompetent screenplay stereotypical characters played mediocre actors add choice presentation styles poorly executed seem randomly chosen inexperienced marketing department delusions creative competence production team rolling eyes judge content thats shown first episodes bigger plan reveal itsself wasting time worth end thats film making works complete utter garbage always turns magical experience content competence overrated,0.319,0.117,NEGATIVE
2021-03-07,8,idea going enjoying far started watching wandavision last night marvel follower idea wanda vision much chagrin wife daughter based lack marvel world knowledge approached show open mind watched first episode mildly annoyed quirkiness factor usually tune quirky shows always feel forced weird weird couple minutes first episode found amused situations feeling nostalgic old school vibe got tone show found laughing heartily situations wanda vision encountering great really grabbed attention sinister undertones began second episode began feel uneasy truly idea going happen know dark storyline become apparent continue series episodes looking forward continuing,0.156,0.293,POSITIVE
2021-01-15,10,clever nothing happened clever idea fun watch kinda didnt go anywhere episodes hour imagine nothing happened movie long still faith marvel make amazing better get wriggle,0.0,0.564,POSITIVE
2021-01-15,2,expect say high hopes something watch action packed entertaining show falls absolutely flat face clue 10s even 9s come two episodes sooooo boring nothing show us abilities vision scared noises night really lead episode two hatchet job lead bewitch old days dont know noticed dont find entertaining would mcu show boring ill watch next couple episodes see picks next two like first two id rather stab pencil eyeball,0.322,0.127,NEGATIVE
2021-01-15,1,ouch dont get tried wanted like couldnt make thru first show first bar old macdonald outta,0.0,0.143,POSITIVE
2022-01-07,9,wanda fricking sucks show amazingly written filmed performed life cant understand military made bad guys wanda shot imprisoned least years tortured people months horrible torture chick evil villain thanos good god least thought helping universe scarlet witch sucks great show though loved,0.485,0.291,NEGATIVE
2021-03-19,7,fine tried something new worked good,0.0,0.81,POSITIVE
